"Provider.ID","Hospital.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","lon","lat","geoAddress"
100137,"HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","DAVENPORT","FL",33837,"POLK",8634224971,"Acute Care Hospitals","Proprietary","true","true","2","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","40100 US HWY 27 N
DAVENPORT, FL
",-81.6418777,28.1814929,"40100 us-27, davenport, fl 33837, usa"
100183,"CORAL GABLES HOSPITAL","3100 DOUGLAS RD","CORAL GABLES","FL",33134,"MIAMI-DADE",3054458461,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","3100 DOUGLAS RD
CORAL GABLES, FL
",-80.2547701,25.7435082,"3100 douglas rd, coral gables, fl 33134, usa"
100204,"NORTH FLORIDA REGIONAL MEDICAL CENTER","6500 NEWBERRY RD","GAINESVILLE","FL",32605,"ALACHUA",3523334100,"Acute Care Hospitals","Proprietary","true","true","3","","Above the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","6500 NEWBERRY RD
GAINESVILLE, FL
",-82.4115721,29.6603042,"6500 w newberry rd, gainesville, fl 32605, usa"
100209,"KENDALL REGIONAL MEDICAL CENTER","11750 BIRD RD","MIAMI","FL",33175,"MIAMI-DADE",3052233000,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","11750 BIRD RD
MIAMI, FL
",-80.3861403,25.7309346,"11750 bird rd, miami, fl 33175, usa"
100244,"CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","CAPE CORAL","FL",33990,"LEE",2395742323,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","2","","Same as the national average","","Below the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Below the national average","","636 DEL PRADO BLVD
CAPE CORAL, FL
",-81.943245,26.6394379,"636 del prado blvd, cape coral, fl 33990, usa"
21301,"PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550","VALDEZ","AK",99686,"",9078352249,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","PO BOX 550
VALDEZ, AK
",-146.3483334,61.1308333,"valdez, ak, usa"
21304,"PETERSBURG MEDICAL CENTER"," PO BOX 589","PETERSBURG","AK",99833,"",9077724291,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","PO BOX 589
PETERSBURG, AK
",-132.9555556,56.8125,"petersburg, ak 99833, usa"
21307,"CORDOVA COMMUNITY MEDICAL CENTER","PO BOX 160 - 602 CHASE AVENUE","CORDOVA","AK",99574,"",9074248000,"Critical Access Hospitals","Government - Local","true","true","Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","PO BOX 160 - 602 CHASE AVENUE
CORDOVA, AK
",-145.7503229,60.5411276,"602 chase ave, cordova, ak 99574, usa"
110030,"CARTERSVILLE MEDICAL CENTER","960 JOE FRANK HARRIS PARKWAY","CARTERSVILLE","GA",30120,"BARTOW",7703878182,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","4","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","960 JOE FRANK HARRIS PARKWAY
CARTERSVILLE, GA
",-84.7953129,34.2007934,"960 joe frank harris pkwy se, cartersville, ga 30120, usa"
110038,"JOHN D ARCHBOLD MEMORIAL HOSPITAL","915 GORDON AVENUE & MIMOSA DRIVE","THOMASVILLE","GA",31792,"THOMAS",2292282880,"Acute Care Hospitals","Voluntary non-profit - Private","true","true","3","","Same as the national average","","Above the national average","","Above the national average","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","915 GORDON AVENUE &amp; MIMOSA DRIVE
THOMASVILLE, GA
",-83.9739317,30.8261438,"mimosa dr & gordon ave, thomasville, ga 31792, usa"
110041,"HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","DEMOREST","GA",30535,"HABERSHAM",7067542161,"Acute Care Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","541 HISTORIC HIGHWAY 441-NORTH
DEMOREST, GA
",-83.5370886,34.5810438,"541 historic hwy. 441-n, demorest, ga 30535, usa"
110128,"MEADOWS REGIONAL MEDICAL CENTER","ONE MEADOWS PARKWAY","VIDALIA","GA",30474,"TOOMBS",9125355828,"Acute Care Hospitals","Proprietary","true","true","3","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Below the national average","","ONE MEADOWS PARKWAY
VIDALIA, GA
",-82.3758517,32.2090345,"1 meadows pkwy, vidalia, ga 30474, usa"
111313,"PUTNAM GENERAL HOSPITAL","101 LAKE OCONEE PARKWAY","EATONTON","GA",31024,"PUTNAM",7064852711,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","101 LAKE OCONEE PARKWAY
EATONTON, GA
",-83.3712396,33.3358149,"101 greensboro rd, eatonton, ga 31024, usa"
111335,"LIBERTY REGIONAL MEDICAL CENTER","462 E G MILES PARKWAY","HINESVILLE","GA",31310,"LIBERTY",9123699438,"Critical Access Hospitals","Government - Hospital District or Authority","true","true","3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","462 E G MILES PARKWAY
HINESVILLE, GA
",-81.6009755,31.8394772,"462 elma g miles pkwy, hinesville, ga 31313, usa"
113301,"CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE","1001 JOHNSON FERRY ROAD","ATLANTA","GA",30342,"FULTON",4047855252,"Childrens","Voluntary non-profit - Other","true","true","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","Not Available","Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs","1001 JOHNSON FERRY ROAD
ATLANTA, GA
",-84.3531945,33.9062202,"1001 johnson ferry rd ne, atlanta, ga 30342, usa"
